,Hotel_Title,Title_URL,Address,Address_URL,City,Review_Text,Price,Rating,State
116,VYNEDRESA HOTEL ABUJA ,https://hotels.ng/hotel/1004163-vynedresa-hotel-abuja-abuja,"Garki , Abuja - 8 Uyo Crescent, Off Emeka Anyaoku Street, Area 11, Garki,Abuja",https://hotels.ng/hotels-in-abuja/garki,Garki ,I really enjoyed my stay at the hotel. The environment was cool and carried a good ambianc...,20000.0,7.0,Abuja
117,Iris Hotel Abuja,https://hotels.ng/hotel/1391178-iris-hotel-abuja,"Wuse 2, Abuja - 34 Lingu Crescent, Off Aminu Kano Crescent, Wuse 2",https://hotels.ng/hotels-in-abuja/wuse-2,Wuse 2,My stay was very good....,30550.0,7.0,Abuja
118,Hemas Hotels ,https://hotels.ng/hotel/32348-hemas-hotels-and-apartments-abuja,"Life Camp, Abuja - No 2 Adamu Fika Street, Life Camp",https://hotels.ng/hotels-in-abuja/life-camp,Life Camp,"I had a wonderful time. The services were great, the only challenge the food was on the hi...",14000.0,7.0,Abuja
120,E-Suites,https://hotels.ng/hotel/1242298-e-suites,"Asokoro, Abuja - No. 21 Jesse Jackson Street Off Jimmy Carter Street By Protea Asokoro",https://hotels.ng/hotels-in-abuja/asokoro,Asokoro,I am still at the hotel as I make this review. The hotel is a really nice place. Customer ...,25000.0,7.0,Abuja
125,Residency Hotel,https://hotels.ng/hotel/1012687-residency-hotel-abuja,"Garki , Abuja - Plot 4 Port Harcourt Crescent, Garki",https://hotels.ng/hotels-in-abuja/garki,Garki ,I cannot believe Nigeria hotels  can be this efficient and courteous. I am surprised. Thin...,17000.0,7.0,Abuja
126,House 6 Apartment,https://hotels.ng/hotel/1011234-house-6,"Garki, Abuja - No. 6 Gashua Close Area 8",https://hotels.ng/hotels-in-abuja/garki,Garki,"My stay at the hotel was quiet a pleasant one, the room was very comfortable and neat. The...",13000.0,7.0,Abuja
127,Paris Le Lodge ,https://hotels.ng/hotel/1012695-paris-le-lodge-abuja,"Abuja, Abuja - Plot 177A, 441 Crescent, CITEC Villa, Gwarinpa Abuja",https://hotels.ng/hotels-in-abuja/abuja,Abuja,It is a very nice hotel. I quite enjoyed my stay there. The environment was serene and con...,12000.0,7.0,Abuja
133,BON Hotel Elvis,https://hotels.ng/hotel/1392627-bon-hotel-elvis,"Wuse 2, Abuja - 2 Monrovia Street, Wuse II ",https://hotels.ng/hotels-in-abuja/wuse-2,Wuse 2,Bon hotel is beautiful and lovely. It is a 5 star hotel to me. My stay was okay....,51450.0,7.0,Abuja
136,BON Hotel Abuja (Formerly Protea Hotel Abuja),https://hotels.ng/hotel/1001981-protea-hotel-abuja-abuja,"Maitama, Abuja - 3 Negro Crescent, Maitama",https://hotels.ng/hotels-in-abuja/maitama,Maitama,It was such a wonderful time at the hotel. The services rendered at the hotel were incredi...,80000.0,7.0,Abuja
139,Dayspring Hotels,https://hotels.ng/hotel/999700-dayspring-hotels-abuja,"Wuse, Zone 6, Abuja -  4, Juba Street, Zone 6, Wuse District, Abuja","https://hotels.ng/hotels-in-abuja/wuse,-zone-6","Wuse, Zone 6","At Dayspring, you have loving and warmly dedicated workers. The management is excellent. T...",10000.0,7.0,Abuja
141,Degok Hotel Limited,https://hotels.ng/hotel/41661-degok-hotel-limited-abuja,"Gwarinpa, Abuja - House 13 And 14, A Close, 3rd Avenue Close To Gwarinpa Village Market, Opposite Ebony Hospital",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,My stay at the hotel was nice though the bed was not too comfortable. It's a very quite pl...,10000.0,7.0,Abuja
144,Mission Guest House,https://hotels.ng/hotel/42435-mission-guest-house-abuja,"Wuse, Abuja - 34 Blantyre Street Off Adetokunbo Ademola Crescent",https://hotels.ng/hotels-in-abuja/wuse,Wuse,My stay was good. Nice hotel....,9500.0,7.0,Abuja
148,Sinoni Lodge,https://hotels.ng/hotel/29279-sinoni-lodge-abuja,"Wuse, Abuja - 40 Birao Street",https://hotels.ng/hotels-in-abuja/wuse,Wuse,This isn't my first time at this hotel and it most certainly won't be my last. The service...,12000.0,7.0,Abuja
149,Ajoy Hotels ,https://hotels.ng/hotel/63432-ajoy-hotels-and-suites-abuja,"Gwarinpa, Abuja - Plot 757, 69A Road 2 Crescent, Gwarinpa Estate.",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,"Ajoy hotel is a nice and decent place, but the was no AC during my stay....",10000.0,7.0,Abuja
153,Nugget Hotels,https://hotels.ng/hotel/18958-nugget-hotels-abuja,"Utako, Abuja - Plot 129 Okotie Eboh Crescent",https://hotels.ng/hotels-in-abuja/utako,Utako,My stay at the hotel was good. The staff at the hotel were friendly and accommodating. The...,12000.0,7.0,Abuja
155,Newton Park Hotel,https://hotels.ng/hotel/35291-newton-park-hotel-abuja,"Wuse, Abuja - Plot 2175 Cadastral Zone, 8 Cape Town Street, Of Ibrahim Babangida Way, Wuse Zone 4, Abuja",https://hotels.ng/hotels-in-abuja/wuse,Wuse,Nice experience....,29000.0,6.2,Abuja
156,De Agape Regency Hotels Limited,https://hotels.ng/hotel/12181-agape-hotels-abuja,"Wuse, Abuja - Plot 11, Amino Kano Crescent ",https://hotels.ng/hotels-in-abuja/wuse,Wuse,"My stay was fantastic, their services was fine, I had to extended my stay....",8000.0,6.1,Abuja
158,Grange Hill Abuja,https://hotels.ng/hotel/84664-grange-hill-abuja-abuja,"Mpape, Abuja - Plot A26, Mpape Hills, Abuja, Lagos",https://hotels.ng/hotels-in-abuja/mpape,Mpape,Fabulous time at your hotel. I was very impressed by such great service....,9750.0,7.0,Abuja
159,Deroma Hotels ,https://hotels.ng/hotel/995411-deroma-hotels-suites-abuja," Kuje, Abuja -  Behind Union Homes, Off Kuchiyako Road, Kuje,",https://hotels.ng/hotels-in-abuja/kuje, Kuje,Deroma Hotels  is a nice place. Their service delivery was very efficient and prompt. The ...,5200.0,7.0,Abuja
165,1 Apartment And Suites ,https://hotels.ng/hotel/1015159-apartment-one-hotel-and-resort,"Kubwa, Abuja - Plot M175, Extension3, Behind Living Faith Church, Kubwa",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,The hospitality was cool. I had a nice stay....,6500.0,7.0,Abuja
169,Cupid Suites Restaurant ,https://hotels.ng/hotel/93443-cupid-suite-restaurant-abuja,"Kubwa, Abuja - Plot C32 Sultan Dasuki Road 2/2 Kubwa",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,This hotel is awesome. I was a given a lovely room which was worth more than the rate I pa...,4500.0,7.0,Abuja
173,Pearl Gate Hotel,https://hotels.ng/hotel/98775-pearl-gate-hotel-abuja,"Wuse Zone 4, Abuja - 11 SUEZ CRESCENT, SANI ABACHA ESTATE, OFF LADI KWALI WAY, ZONE 4,WUSE, ABUJA.",https://hotels.ng/hotels-in-abuja/wuse-zone-4,Wuse Zone 4,"This was a fantastic hotel. It is small, but wonderful. I loved the rooms, they were so co...",20000.0,7.0,Abuja
175,Habitat Guest House,https://hotels.ng/hotel/19971-royal-habitat-hotel-resort-abuja,"Gwarinpa, Abuja -  2 Stephen Oronsaye Street Off Sa'adu Zungur 4th Avenue Near Setraco Gate.",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,Habibat has always been my first choice hotel whenever I go to Abuja. Their services are w...,10500.0,7.0,Abuja
178,Neighbourhood Guest Houses Limited,https://hotels.ng/hotel/85696-neighbourhood-guest-houses-limited-abuja,"Kado, Abuja - Plot 20 Akande S.B. Street, Kado 1, Abuja",https://hotels.ng/hotels-in-abuja/kado,Kado,It was an okay stay....,6500.0,7.9,Abuja
179,Chinox Guest Inn,https://hotels.ng/hotel/36977-chinox-guest-inn-abuja,"Wuse Zone 6, Abuja - Plot 12 Cotonou Crescent",https://hotels.ng/hotels-in-abuja/wuse-zone-6,Wuse Zone 6,"This hotel is actually a nice place to stay. I had  good stay, the only problem I encounte...",8900.0,6.7,Abuja
186,L'eola Suites,https://hotels.ng/hotel/1006900-leola-suites-abuja,"Central Business District, Abuja - 5th Floor, Leadway House, Plot 1061, Herbert Macaulay Way, (by NNPC Towers) Central Business District.",https://hotels.ng/hotels-in-abuja/central-business-district,Central Business District,"This hotel is very nice, spacious suite, comfortable bed, everywhere is clean. A real hide...",62300.0,7.0,Abuja
193,Arlington Hotels ,https://hotels.ng/hotel/72822-arlington-hotels-suites-abuja," Kubwa, Abuja - Plot 166 Bakori Road, PW",https://hotels.ng/hotels-in-abuja/kubwa, Kubwa,My stay at the hotel was awesome. The staff at the hotel were friendly and hospitable. The...,7000.0,7.5,Abuja
197,Siman Suites Hotel,https://hotels.ng/hotel/29489-siman-suites-hotel-abuja,"Garki, Abuja - Plot 2163 Area 11, Malumfashi Close",https://hotels.ng/hotels-in-abuja/garki,Garki,"I quite liked the hotel. I enjoyed the warm staff relation, great concierge. The restauran...",12750.0,6.5,Abuja
203,Grand Pela Hotel And Suites,https://hotels.ng/hotel/1013084-grand-pela-hotel-abuja,"AMAC, Abuja - Plot 649 Cadastral Zone, Durumi",https://hotels.ng/hotels-in-abuja/amac,AMAC,"The hotel is really grand with excellent services and numerous facilities including Pool, ...",55000.0,7.0,Abuja
213,Boardwalk Hotel,https://hotels.ng/hotel/1391353-boardwalk-hotel,"Wuse, Abuja - No 43b Khartoum Street, Off Accra Street, Wuse Zone 5, Abuja. ",https://hotels.ng/hotels-in-abuja/wuse,Wuse," They staff were nice, friendly and very ready to assist. My room was neat, customer servi...",16000.0,7.0,Abuja
214,Park Place Hotel,https://hotels.ng/hotel/51598-angel-park-place-hotel-abuja,"Utako, Abuja - Plot 22, F. Okotie Eboh Crescent",https://hotels.ng/hotels-in-abuja/utako,Utako,My experience here was a combination of sweet and sour. I was first welcomed with this hug...,10000.0,7.3,Abuja
217,Agura Hotel,https://hotels.ng/hotel/89777-agura-hotel-abuja,"Garki, Abuja - Moshod Abiola Road, P.M.B 40 Abuja,Nigeria.",https://hotels.ng/hotels-in-abuja/garki,Garki,"I just got to the hotel and unfortunately, there isn't power. I was assured the power will...",19500.0,6.6,Abuja
226,AES Luxury Apartments,https://hotels.ng/hotel/95684-aes-luxury-apartments-abuja,"Jabi, Abuja - Plot 1118 Daki Biu District, Jabi/Airport Road",https://hotels.ng/hotels-in-abuja/jabi,Jabi,"Am impressed with the natural and cool serene environment of this hotel, it's simply  cool...",30000.0,7.0,Abuja
229,Alpina Lodge (Former Ascort Hotels),https://hotels.ng/hotel/17171-ascort-hotels-abuja,"Wuse, Abuja - Plot 92, Yaounde Street, Zone 6",https://hotels.ng/hotels-in-abuja/wuse,Wuse," I had a very good stay at this hotel. The rooms, though costly, were very spacious and co...",15000.0,7.0,Abuja
238,Alphaplus Apartments,https://hotels.ng/hotel/1391608-alphaplus-apartments,"Jabi, Abuja - No 91 Ebitu Ukiwe Street, Jabi, FCT",https://hotels.ng/hotels-in-abuja/jabi,Jabi,An Amazing experience at this Apartment. I took my family to this apartment for a holiday ...,40900.0,7.0,Abuja
257,Bible Guest House,https://hotels.ng/hotel/73177-bible-guest-house-abuja,"Wuse, Abuja - 23 Ndola Crescent Beside NYSC (FCT) Sec.",https://hotels.ng/hotels-in-abuja/wuse,Wuse,"The hotel was okay, their services were nice and the facilities were in proper working ord...",9780.0,7.7,Abuja
270,Hotel Oyus (formerly Classic Int'l Hotel),https://hotels.ng/hotel/74157-classic-intl-hotel-abuja,"Gudu, Abuja -  Front A Legislative Portals Along Apo Apartment Before Fast Supermarket",https://hotels.ng/hotels-in-abuja/gudu,Gudu,Apart from the water heater that was not in my room every other thing was okay. Atmosphere...,8000.0,7.0,Abuja
276,BON Hotel Apo Residence,https://hotels.ng/hotel/11836-protea-hotel-apo-apartments-abuja,"Apo, Abuja - 2 Ahmadu Bello Way, Apo, (Opposite Legislative Quarters)",https://hotels.ng/hotels-in-abuja/apo,Apo,"Serene, homely environment. Its a nice experience. The apartments gives the feels of home ...",36000.0,7.0,Abuja
279,Rosebud Hotel And Apartment ,https://hotels.ng/hotel/95887-nanet-suites-abuja,"Central Business District, Abuja - Plot 1042 Kur Mohammed Way Ekiti House",https://hotels.ng/hotels-in-abuja/central-business-district,Central Business District,"My stay at the hotel was a memorable one. I enjoyed every moment spent there, the  custome...",35000.0,6.4,Abuja
291,Ishakool Hotel,https://hotels.ng/hotel/1391837-ishakool-hotel,"Garki 2, Abuja - No 5, Oke- Agbe Street Off Ladoke Akintola Boulevard, Garki 2 ",https://hotels.ng/hotels-in-abuja/garki-2,Garki 2,"Ishakool hotel is a beautiful place to be, the service is great. I really enjoyed myself. ...",20200.0,7.0,Abuja
296,Denoyab's Place International,https://hotels.ng/hotel/99954-denoyabs-place-international-abuja,"Kubwa, Abuja - Plot 89 Cadastral Zone 07- 05, Biajhin, Beside Hope Center(Daughter Of Charity Special School â€“ Inside)",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,Everything was okay. The service was cool and okay....,5000.0,7.0,Abuja
298,Pedallo Luxury Inn,https://hotels.ng/hotel/58328-pedallo-luxury-inn-abuja,"Kubwa, Abuja - Gado Opposites Lagos Street, Before Phase IV Bridge Shama Wate",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,I enjoyed every bit of my stay at the hotel. The room was neatly arranged and very clean. ...,4000.0,7.7,Abuja
302,KINDEA HOTELS ( Formerly Lake Chad Palace Hotel),https://hotels.ng/hotel/82312-lake-chad-palace-hotel-abuja,"Maitama, Abuja - No. 4 Lake Alau Close Off Lake Chad Crescent IBB Boulevard",https://hotels.ng/hotels-in-abuja/maitama,Maitama,I had a good stay at the hotel. I was well received and the room I stayed in was very okay...,25000.0,6.9,Abuja
305,Gold Touch Grand Hotels,https://hotels.ng/hotel/11334-goldtouch-grand-hotels-abuja,"Kubwa, Abuja - 1 MTN Road, Phase IV",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,"
Where should I start. Their food, room services was excellent. I love it all. I definite...",9000.0,7.0,Abuja
321,Allied Suncourt Hotel Apartment,https://hotels.ng/hotel/57145-allied-suncourt-hotel-apartment-abuja,"Wuse, Abuja - 52 Harper Cresent Opposite Education Resource Centre Wuse Zone ",https://hotels.ng/hotels-in-abuja/wuse,Wuse,I really enjoyed my stay at Allied Sun Court. There was constant power supply all through ...,10750.0,6.3,Abuja
324,12th April Resorts Hotel,https://hotels.ng/hotel/1000695-12th-april-resorts-hotel-abuja,"Gwagwalada, Abuja - 113 Commercial Layout, Hospital Road Gwagwalada",https://hotels.ng/hotels-in-abuja/gwagwalada,Gwagwalada,"I had a nice stay at the hotel.  Everything was just perfect as it ought to be - the food,...",8900.0,6.7,Abuja
340,Sunrise Unique Resort,https://hotels.ng/hotel/19618-sunrisehotel-abuja,"Kubwa , Abuja - Plot A64 Sunrise Road, Opp Total Fillling Station Arab Road",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa , All the services were okay except the hike in room rates...,5000.0,7.0,Abuja
352,Top Rank Hotels ,https://hotels.ng/hotel/19636-top-rank-hotels-abuja,"Garki, Abuja - Plot 892 Gimbiya Street, Off Ahmadu Bello Way Garki II",https://hotels.ng/hotels-in-abuja/garki,Garki,They staff were helpful and friendly. The room was spacious and neat. I enjoyed my stay ...,25300.0,7.0,Abuja
360,Dreamland Suites,https://hotels.ng/hotel/42216-dreamland-suites-abuja,"Jabi, Abuja - No 4 Amisi Musa Street Off Alex Ekwueme Way, Opp Jabi Lake",https://hotels.ng/hotels-in-abuja/jabi,Jabi,"The check-in was fast and the hotel's receptionist was helpful. The room is spacious, clea...",11500.0,7.4,Abuja
361,Benny Rose Hotel,https://hotels.ng/hotel/91637-benny-rose-hotel-abuja,"Garki, Abuja - Number 6, Umudioka Close, Off Ngwe Close, Area 3, Garki, Abuja.",https://hotels.ng/hotels-in-abuja/garki,Garki,I must really commend this hotel as I enjoyed my stay there. Really good services were ren...,52500.0,7.0,Abuja
365,Musada Luxury Suites,https://hotels.ng/hotel/45438-musada-luxury-suites-abuja,"Wuse, Abuja - Plot 503, Bangui Street, Off Adetokunbo Ademola Crescent",https://hotels.ng/hotels-in-abuja/wuse,Wuse,"This hotel is  very nice, it was a perfect place to spend the night. The room was very spa...",8000.0,7.5,Abuja
368,Bayelsa State Guest House,https://hotels.ng/hotel/74689-bayelsa-state-guest-house-abuja,"Maitama, Abuja - Plot 1038, Shehu Shagari Way",https://hotels.ng/hotels-in-abuja/maitama,Maitama,"My stay in the hotel was pleasant, all the facilities were functioning and the staff were ...",15500.0,7.0,Abuja
379,LEZSCO LUXURY APARTMENT HOTEL,https://hotels.ng/hotel/98555-lezsco-luxury-apartments-abuja,"Asokoro, Abuja - 14, Otuoke Street, Asokoro Zone D, Off Gimbiya Street, Area 11 (Formerly 56, Onitsha Crescent ) Abuja.",https://hotels.ng/hotels-in-abuja/asokoro,Asokoro,"Lezsco Apartment is a place to be, anytime! The environment is nice, cool and serene. The ...",52000.0,7.0,Abuja
402,Afri Hotels,https://hotels.ng/hotel/91935-afri-hotels-abuja,"Central Business District, Abuja - Plot 281 Herbert Macaulay Way, Opposite National Defense College",https://hotels.ng/hotels-in-abuja/central-business-district,Central Business District,My stay was pretty okay at the hotel. I was well received by the staff. The room I was tak...,7000.0,6.2,Abuja
416,Gracious Hotel,https://hotels.ng/hotel/91131-gracious-hotel-abuja,"Garki, Abuja - 29, Okemesi Crescent, New Polytechnic Layout (BY FERMA)",https://hotels.ng/hotels-in-abuja/garki,Garki,I love peace and quite. Lovely place and I love the garden and resort at the back. Exquisi...,12000.0,7.0,Abuja
420,Boti Lodge Limited,https://hotels.ng/hotel/85615-boti-lodge-limited-abuja,"Garki, Abuja - Plot 816 Uyo Close Crescent 11 Garki",https://hotels.ng/hotels-in-abuja/garki,Garki,"On my arrival, I was warmly welcomed. I was however given a room without proper illuminati...",12500.0,7.0,Abuja
476,Purple Tulip Hotel And Resort,https://hotels.ng/hotel/85828-purple-tulip-hotel-and-resort-abuja,"Gwarinpa, Abuja - Plot 420, 4th Avenue, Gwarinpa, Abuja.",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,I am very pleased with the hotel's services and their facilities. They are always on point...,10000.0,7.4,Abuja
477,Bamboo House,https://hotels.ng/hotel/25588-bamboo-house-abuja,"Maitama, Abuja - 3 Salt Lake Off Usuma Street",https://hotels.ng/hotels-in-abuja/maitama,Maitama,"My stay at the hotel was very good,  impressive actually. My check in and check out went s...",15000.0,6.2,Abuja
482,Nordy Hotels,https://hotels.ng/hotel/98894-nordy-meridian-hotels-abuja,"Utako, Abuja -  No 15 Inuwa Wada Crescent Off TOS Benson Crescent  Behind Utako Primary School, By Okonjo Iweala Street.",https://hotels.ng/hotels-in-abuja/utako,Utako,"
I had a good time at the hotel. The environment was very conducive, The room rates were ...",8000.0,7.8,Abuja
486,Sinclair Guest House,https://hotels.ng/hotel/1012666-sinclair-guest-house-abuja,"Abuja, Abuja - 30 Yedseram Street Maitama",https://hotels.ng/hotels-in-abuja/abuja,Abuja,My stay at the hotel was very nice I must say. I had no issues checking in and out of the ...,24000.0,7.0,Abuja
491,Day Spring Hotel,https://hotels.ng/hotel/45873-dayspring-hotel-abuja,"Wuse, Abuja - Plot 4 Juba Street",https://hotels.ng/hotels-in-abuja/wuse,Wuse,"My stay in the hotel was not bad, the room I checked into was comfortable and tidy though ...",8100.0,6.3,Abuja
496,Hossana House(Christian Foundation),https://hotels.ng/hotel/91652-hossana-housechristian-foundation-abuja,"Wuse, Abuja - 8,Quitting Close, Off Kolda Street, By Adetokunbo Ademola Crescent",https://hotels.ng/hotels-in-abuja/wuse,Wuse,"The hotel is quite an interesting place to stay in Abuja. I enjoyed the cool, serene and p...",6450.0,7.0,Abuja
